1.500000e+00 5.013000e-01
1.450000e+00 5.114000e-01
1.400000e+00 5.208000e-01
1.300000e+00 5.375000e-01
1.200000e+00 5.518000e-01
1.100000e+00 5.636000e-01
1.000000e+00 5.724000e-01
9.000000e-01 5.780000e-01
8.000000e-01 5.788000e-01
7.500000e-01 5.767000e-01
7.000000e-01 5.726000e-01
6.500000e-01 5.661000e-01
6.000000e-01 5.563000e-01
5.750000e-01 5.496000e-01
5.500000e-01 5.413000e-01
5.250000e-01 5.299000e-01
5.125000e-01 5.215000e-01
5.000000e-01 5.000000e-01
5.125000e-01 4.835000e-01
5.250000e-01 4.773000e-01
5.500000e-01 4.699000e-01
5.750000e-01 4.654000e-01
6.000000e-01 4.625000e-01
6.500000e-01 4.590000e-01
7.000000e-01 4.577000e-01
7.500000e-01 4.578000e-01
8.000000e-01 4.588000e-01
9.000000e-01 4.620000e-01
1.000000e+00 4.666000e-01
1.100000e+00 4.724000e-01
1.200000e+00 4.786000e-01
1.300000e+00 4.850000e-01
1.400000e+00 4.918000e-01
1.450000e+00 4.952000e-01
1.500000e+00 4.987000e-01
